0	inf
0.07	12.788
0.14	5.6514
0.21	3.2799
0.28	2.1014
0.35	1.4011
0.42	0.940433
0.49	0.617003
0.56	0.37948
0.63	0.199269
0.7	0.0591564
0.77	-0.0518494
0.84	-0.141101
0.91	-0.213706
0.98	-0.273323
1.05	-0.322642
1.12	-0.363681
1.19	-0.397989
1.26	-0.426769
1.33	-0.450968
1.4	-0.471346
1.47	-0.488513
1.54	-0.502968
1.61	-0.51512
1.68	-0.525311
1.75	-0.533822
1.82	-0.540891
1.89	-0.546719
1.96	-0.551477
2.03	-0.555309
2.1	-0.558341
2.17	-0.560679
2.24	-0.562416
2.31	-0.563633
2.38	-0.564397
2.45	-0.564772
2.52	-0.564808
2.59	-0.564554
2.66	-0.564049
2.73	-0.56333
2.8	-0.562429
2.87	-0.561373
2.94	-0.560186
3.01	-0.558892
3.08	-0.557508
3.15	-0.556053
3.22	-0.554542
3.29	-0.552987
3.36	-0.5514
3.43	-0.549793
3.5	-0.548174
3.57	-0.546551
3.64	-0.544932
3.71	-0.543323
3.78	-0.541729
3.85	-0.540154
3.92	-0.538604
3.99	-0.537081
4.06	-0.535589
4.13	-0.534129
4.2	-0.532705
4.27	-0.531317
4.34	-0.529967
4.41	-0.528656
4.48	-0.527385
4.55	-0.526154
4.62	-0.524964
4.69	-0.523814
4.76	-0.522704
4.83	-0.521635
4.9	-0.520606
4.97	-0.519616
5.04	-0.518664
5.11	-0.517751
5.18	-0.516875
5.25	-0.516035
5.32	-0.515231
5.39	-0.514461
5.46	-0.513725
5.53	-0.513022
5.6	-0.51235
5.67	-0.511709
5.74	-0.511097
5.81	-0.510514
5.88	-0.509959
5.95	-0.50943
6.02	-0.508926
6.09	-0.508447
6.16	-0.507992
6.23	-0.507559
6.3	-0.507148
6.37	-0.506757
6.44	-0.506386
6.51	-0.506034
6.58	-0.505701
6.65	-0.505384
6.72	-0.505084
6.79	-0.5048
6.86	-0.504531
6.93	-0.504276
