2	0.686247598	0.746268657
3	0.68975031	0.743181311
4	0.691913834	0.741125028
5	0.693457231	0.739601207
6	0.694579502	0.738443361
7	0.695458655	0.737634091
8	0.696177983	0.736781224
9	0.696754864	0.73616621
10	0.69724202	0.735672773
11	0.69764197	0.735232193
12	0.697978401	0.734861846
13	0.698311831	0.734533825
14	0.698564182	0.734245196
15	0.698791091	0.732912153
16	0.699000895	0.733783387
17	0.699422976	0.733577572
18	0.699340974	0.733388745
19	0.690536201	0.733234025
20	0.699614844	0.733089459
